2016_taxon_oid,Name,Classification,Root-NotRoot,Taxonomic_Group,IMG_Phylum,IMG_Class,IMG_Order,IMG_Family,IMG_Genus,Isolation_Site,taxon_oid_is_same,taxon_oid_is_modified_(either_updated_or_deleted),taxon_oid_was_updated,taxon_oid_was_deleted,updated_taxon_oid_if_applicable,current_taxon_oid,Domain,Sequencing_Status,Study_Name,Genome_Name_/_Sample_Name,Sequencing_Center,IMG_Genome_ID_,Phylum,Class,Order,Family,Genus,Species,NCBI_Taxon_ID,Strain,NCBI_Assembly_Accession,Temperature_Range,Type_Strain,Chlorophyll_Concentration,Habitat,Isolation,Salinity,Sample_Collection_Temperature,Genome_Size___*_assembled,Gene_Count___*_assembled,GC___*_assembled,COG_Count___*_assembled,COG_%___*_assembled,KOG_Count_,KOG_%_,Pfam_Count___*_assembled,Pfam_%___*_assembled,Enzyme_Count___*_assembled,Enzyme_%___*_assembled,KEGG_Count___*_assembled,KEGG_%___*_assembled,Horizontally_Transferred_Count,Horizontally_Transferred_%
2627853911,Mycobacterium_sp._UM_Kg17,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2627853911,Bacteria,Permanent Draft,Genome sequencing of Mycobacterium strains isolated from Elephant trunk,Mycobacterium sp. UM_Kg17,University of Malaya,2627853911,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. UM_Kg17,1545692,UM_Kg17,GCA_000972915.1,,,,,,,,4237839,4083,67.59,2489,60.96,909,22.26,3280,80.33,1115,27.31,1061,25.99,253,6.2
2554235287,Mycobacterium_sp._UM_RHS,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2554235287,Bacteria,Permanent Draft,Mycobacterium sp. UM_RHS Genome sequencing,Mycobacterium sp. UM_RHS,University of Malaya,2554235287,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. UM_RHS,1370118,UM_RHS,GCA_000455185.1,,Unknown,,,,,,6775899,6746,67.94,4260,63.15,1499,22.22,5414,80.25,1702,25.23,1689,25.04,103,1.53
2554235289,Mycobacterium_sp._UM_WGJ,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2554235289,Bacteria,Permanent Draft,Mycobacterium sp. UM_WGJ Genome sequencing,Mycobacterium sp. UM_WGJ,University of Malaya,2554235289,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. UM_WGJ,1370120,UM_WGJ,GCA_000455125.1,,Unknown,,,,,,4473234,4211,67.66,2675,63.52,1032,24.51,3474,82.5,1236,29.35,1154,27.4,11,0.26
2554235288,Mycobacterium_sp._UM_WWY,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2554235288,Bacteria,Permanent Draft,Mycobacterium sp. UM_WWY Genome sequencing,Mycobacterium sp. UM_WWY,University of Malaya,2554235288,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. UM_WWY,1370121,UM_WWY,GCA_000455145.1,,Unknown,,,,,,7690050,7618,66.36,4477,58.77,1553,20.39,5802,76.16,1815,23.83,1740,22.84,142,1.86
2540341146,Mycobacterium_tuberculosis,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2540341146,Bacteria,Finished,Mycobacterium tuberculosis 7199-99,Mycobacterium tuberculosis 7199-99,Bielefeld University,2540341146,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1138877,7199-99,GCA_000331445.1,,Unknown,,,,,,4421197,4042,65.62,2629,65.04,858,21.23,3378,83.57,1175,29.07,1106,27.36,1,0.02
2576861165,Mycobacterium_tuberculosis_02_1987,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2576861165,Bacteria,Permanent Draft,Broad institute TB Antibiotic Resistance Catalog,Mycobacterium tuberculosis 02_1987,Broad Institute,2576861165,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,515616,02_1987,GCA_000658295.1,Mesophile,Unknown,,Host,,,,4374017,4025,65.6,2598,64.55,854,21.22,3328,82.68,1163,28.89,1095,27.2,0,0
2574180368,Mycobacterium_tuberculosis_1173CS,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2574180368,Bacteria,Permanent Draft,Broad institute TB Antibiotic Resistance Catalog,Mycobacterium tuberculosis 1173CS,Broad Institute,2574180368,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1438835,1173CS,GCA_000649595.1,,Unknown,,,,,,4383014,4030,65.61,2604,64.62,854,21.19,3338,82.83,1177,29.21,1106,27.44,1,0.02
2576861307,Mycobacterium_tuberculosis_1615,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2576861307,Bacteria,Permanent Draft,Broad institute TB Antibiotic Resistance Catalog,Mycobacterium tuberculosis 1615,Broad Institute,2576861307,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1438839,1615,GCA_000656455.1,,Unknown,,,,,,4400770,4058,65.55,2605,64.19,854,21.04,3352,82.6,1168,28.78,1101,27.13,2,0.05
2574179955,Mycobacterium_tuberculosis_16955,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2574179955,Bacteria,Permanent Draft,Broad institute TB Antibiotic Resistance Catalog,Mycobacterium tuberculosis 16955,Broad Institute,2574179955,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1438841,16955,GCA_000656475.1,,Unknown,,,,,,4422352,4064,65.55,2606,64.12,859,21.14,3361,82.7,1172,28.84,1106,27.21,2,0.05
2576861074,Mycobacterium_tuberculosis_2094HD,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2576861074,Bacteria,Permanent Draft,Broad institute TB Antibiotic Resistance Catalog,Mycobacterium tuberculosis 2094HD,Broad Institute,2576861074,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1438849,2094HD,GCA_000649375.1,,Unknown,,,,,,4450611,4098,65.59,2645,64.54,869,21.21,3388,82.67,1198,29.23,1126,27.48,1,0.02
647000279,Mycobacterium_tuberculosis_210,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,647000279,Bacteria,Permanent Draft,Mycobacterium tuberculosis 210,Mycobacterium tuberculosis 210,J. Craig Venter Institute (JCVI),647000279,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,164513,210,GCA_000176315.1,Mesophile,Unknown,,Host,Tuberculosis outbreak in Texas,,,4395332,4182,65.4,2445,58.46,798,19.08,3315,79.27,1113,26.61,1048,25.06,10,0.24
2574179972,Mycobacterium_tuberculosis_2483AR,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2574179972,Bacteria,Permanent Draft,Broad institute TB Antibiotic Resistance Catalog,Mycobacterium tuberculosis 2483AR,Broad Institute,2574179972,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1438864,2483AR,GCA_000658455.1,,Unknown,,,,,,4466138,4109,65.61,2659,64.71,873,21.25,3417,83.16,1199,29.18,1130,27.5,1,0.02
2574180315,Mycobacterium_tuberculosis_2541MS,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2574180315,Bacteria,Permanent Draft,Broad institute TB Antibiotic Resistance Catalog,Mycobacterium tuberculosis 2541MS,Broad Institute,2574180315,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1438868,2541MS,GCA_000649455.1,,Unknown,,,,,,4411555,4064,65.6,2619,64.44,858,21.11,3360,82.68,1174,28.89,1107,27.24,1,0.02
2574180115,Mycobacterium_tuberculosis_3280CJ,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2574180115,Bacteria,Permanent Draft,Broad institute TB Antibiotic Resistance Catalog,Mycobacterium tuberculosis 3280CJ,Broad Institute,2574180115,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1438873,3280CJ,GCA_000656675.1,,Unknown,,,,,,4487279,4126,65.62,2656,64.37,870,21.09,3412,82.7,1196,28.99,1129,27.36,0,0
2576861156,Mycobacterium_tuberculosis_49375,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2576861156,Bacteria,Permanent Draft,Broad institute TB Antibiotic Resistance Catalog,Mycobacterium tuberculosis 49375,Broad Institute,2576861156,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1418252,49375,GCA_000669755.1,,Unknown,,,,,,4388062,4025,65.6,2602,64.65,854,21.22,3331,82.76,1172,29.12,1103,27.4,0,0
642979310,Mycobacterium_tuberculosis_94_M4241A,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,642979310,Bacteria,Permanent Draft,Mycobacterium tuberculosis sequencing- Broad Institute,Mycobacterium tuberculosis 94_M4241A,Broad Institute,642979310,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,515615,94_M4241A,GCA_000155145,Mesophile,Unknown,,Host,,,,4410654,4282,65.3,2478,57.87,819,19.13,3350,78.23,1113,25.99,1048,24.47,6,0.14
645058721,Mycobacterium_tuberculosis_98-R604_INH-RIF-EM,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,645058721,Bacteria,Permanent Draft,Mycobacterium tuberculosis sequencing- Broad Institute,Mycobacterium tuberculosis 98-R604 INH-RIF-EM,Broad Institute,645058721,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,555461,98-R604 INH-RIF-EM,GCA_000155795,Mesophile,Unknown,,Host,"Patient in KwaZulu-Natal, South Africa",,,4286999,4159,65.48,2462,59.2,818,19.67,3311,79.61,1131,27.19,1066,25.63,7,0.17
2545824625,Mycobacterium_tuberculosis_Beijing/NITR203,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2545824625,Bacteria,Finished,Mycobacterium tuberculosis str. Beijing/NITR203 Genome sequencing,Mycobacterium tuberculosis Beijing/NITR203,National Institute for Research in Tuberculosis,2545824625,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1306400,Beijing/NITR203,GCA_000364825.1,,Unknown,,,,,,4411128,4158,65.61,2590,62.29,836,20.11,3366,80.95,1160,27.9,1088,26.17,4,0.1
2558860211,Mycobacterium_tuberculosis_BS1,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2558860211,Bacteria,Finished,Mycobacterium tuberculosis,Mycobacterium tuberculosis BS1,The Chinese University of Hong Kong,2558860211,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1010834,BS1,GCA_000572125.1,,Unknown,,,,,,4407929,4199,65.61,2643,62.94,856,20.39,3401,81,1177,28.03,1108,26.39,0,0
2565956582,Mycobacterium_tuberculosis_BT2,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2565956582,Bacteria,Finished,Mycobacterium tuberculosis BT2,Mycobacterium tuberculosis BT2,"Chinese National Human Genome Center at Shanghai, The Chinese University of Hong Kong",2565956582,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1010835,BT2,GCA_000572155.1,,Unknown,,,,,,4401899,4197,65.62,2646,63.05,851,20.28,3401,81.03,1178,28.07,1110,26.45,1,0.02
2576861055,Mycobacterium_tuberculosis_BTB03-012,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2576861055,Bacteria,Permanent Draft,Broad institute Sweden Mycobacterium tuberculosis sequencing project,Mycobacterium tuberculosis BTB03-012,Broad Institute,2576861055,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1423425,BTB03-012,GCA_000677155.1,,Unknown,,,,,,4415078,4083,65.58,2656,65.05,859,21.04,3391,83.05,1180,28.9,1109,27.16,1,0.02
2574180392,Mycobacterium_tuberculosis_BTB03-143,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2574180392,Bacteria,Permanent Draft,Broad institute Sweden Mycobacterium tuberculosis sequencing project,Mycobacterium tuberculosis BTB03-143,Broad Institute,2574180392,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1423449,BTB03-143,GCA_000677555.1,,Unknown,,,,,,4402509,4053,65.59,2641,65.16,852,21.02,3373,83.22,1171,28.89,1101,27.17,0,0
2576861021,Mycobacterium_tuberculosis_BTB03-144,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2576861021,Bacteria,Permanent Draft,Broad institute Sweden Mycobacterium tuberculosis sequencing project,Mycobacterium tuberculosis BTB03-144,Broad Institute,2576861021,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1423461,BTB03-144,GCA_000677795.1,,Unknown,,,,,,4411475,4071,65.6,2645,64.97,856,21.03,3385,83.15,1176,28.89,1107,27.19,1,0.02
2574180214,Mycobacterium_tuberculosis_BTB04-452,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2574180214,Bacteria,Permanent Draft,Broad institute Sweden Mycobacterium tuberculosis sequencing project,Mycobacterium tuberculosis BTB04-452,Broad Institute,2574180214,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1423443,BTB04-452,GCA_000677435.1,,Unknown,,,,,,4383024,4031,65.6,2597,64.43,848,21.04,3332,82.66,1169,29,1100,27.29,0,0
2576861086,Mycobacterium_tuberculosis_BTB05-285,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2576861086,Bacteria,Permanent Draft,Broad institute Sweden Mycobacterium tuberculosis sequencing project,Mycobacterium tuberculosis BTB05-285,Broad Institute,2576861086,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1423446,BTB05-285,GCA_000677495.1,,Unknown,,,,,,4407744,4053,65.59,2627,64.82,852,21.02,3368,83.1,1166,28.77,1098,27.09,0,0
2576861352,Mycobacterium_tuberculosis_BTB06-001,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2576861352,Bacteria,Permanent Draft,Broad institute Sweden Mycobacterium tuberculosis sequencing project,Mycobacterium tuberculosis BTB06-001,Broad Institute,2576861352,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1423452,BTB06-001,GCA_000677615.1,,Unknown,,,,,,4382520,4040,65.62,2632,65.15,853,21.11,3359,83.14,1175,29.08,1104,27.33,1,0.02
2576861163,Mycobacterium_tuberculosis_BTB07-034,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2576861163,Bacteria,Permanent Draft,Broad institute Sweden Mycobacterium tuberculosis sequencing project,Mycobacterium tuberculosis BTB07-034,Broad Institute,2576861163,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1423457,BTB07-034,GCA_000677715.1,,Unknown,,,,,,4400912,4047,65.59,2634,65.09,860,21.25,3369,83.25,1176,29.06,1106,27.33,1,0.02
2574179835,Mycobacterium_tuberculosis_BTB07-206,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2574179835,Bacteria,Permanent Draft,Broad institute Sweden Mycobacterium tuberculosis sequencing project,Mycobacterium tuberculosis BTB07-206,Broad Institute,2574179835,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1423463,BTB07-206,GCA_000677835.1,,Unknown,,,,,,4393447,4066,65.57,2646,65.08,858,21.1,3378,83.08,1176,28.92,1106,27.2,1,0.02
2576861349,Mycobacterium_tuberculosis_BTB07-325,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2576861349,Bacteria,Permanent Draft,Broad institute Sweden Mycobacterium tuberculosis sequencing project,Mycobacterium tuberculosis BTB07-325,Broad Institute,2576861349,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1423476,BTB07-325,GCA_000678055.1,,Unknown,,,,,,4359784,4037,65.61,2626,65.05,850,21.06,3357,83.16,1171,29.01,1101,27.27,1,0.02
2576861221,Mycobacterium_tuberculosis_BTB08-022,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2576861221,Bacteria,Permanent Draft,Broad institute Sweden Mycobacterium tuberculosis sequencing project,Mycobacterium tuberculosis BTB08-022,Broad Institute,2576861221,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1423481,BTB08-022,GCA_000678135.1,,Unknown,,,,,,4375186,4044,65.62,2628,64.99,850,21.02,3359,83.06,1172,28.98,1104,27.3,1,0.02
2574180382,Mycobacterium_tuberculosis_BTB08-148,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2574180382,Bacteria,Permanent Draft,Broad institute Sweden Mycobacterium tuberculosis sequencing project,Mycobacterium tuberculosis BTB08-148,Broad Institute,2574180382,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1423485,BTB08-148,GCA_000678215.1,,Unknown,,,,,,4407183,4021,65.6,2604,64.76,854,21.24,3346,83.21,1168,29.05,1098,27.31,0,0
2574179970,Mycobacterium_tuberculosis_BTB08-362,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2574179970,Bacteria,Permanent Draft,Broad institute Sweden Mycobacterium tuberculosis sequencing project,Mycobacterium tuberculosis BTB08-362,Broad Institute,2574179970,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1423493,BTB08-362,GCA_000678355.1,,Unknown,,,,,,4387829,4045,65.59,2619,64.75,857,21.19,3362,83.11,1171,28.95,1105,27.32,1,0.02
2576861353,Mycobacterium_tuberculosis_BTB09-058,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2576861353,Bacteria,Permanent Draft,Broad institute Sweden Mycobacterium tuberculosis sequencing project,Mycobacterium tuberculosis BTB09-058,Broad Institute,2576861353,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1423498,BTB09-058,GCA_000678435.1,,Unknown,,,,,,4390402,4033,65.59,2626,65.11,853,21.15,3352,83.11,1168,28.96,1098,27.23,0,0
2576861338,Mycobacterium_tuberculosis_BTB09-565,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2576861338,Bacteria,Permanent Draft,Broad institute Sweden Mycobacterium tuberculosis sequencing project,Mycobacterium tuberculosis BTB09-565,Broad Institute,2576861338,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1423512,BTB09-565,GCA_000658875.1,,Unknown,,,,,,4401784,4030,65.59,2617,64.94,853,21.17,3349,83.1,1167,28.96,1098,27.25,0,0
2574180291,Mycobacterium_tuberculosis_BTB10-308,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2574180291,Bacteria,Permanent Draft,Broad institute Sweden Mycobacterium tuberculosis sequencing project,Mycobacterium tuberculosis BTB10-308,Broad Institute,2574180291,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1423525,BTB10-308,GCA_000658945.1,,Unknown,,,,,,4402355,4042,65.6,2628,65.02,862,21.33,3362,83.18,1178,29.14,1107,27.39,1,0.02
2576861026,Mycobacterium_tuberculosis_BTB10-487,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2576861026,Bacteria,Permanent Draft,Broad institute Sweden Mycobacterium tuberculosis sequencing project,Mycobacterium tuberculosis BTB10-487,Broad Institute,2576861026,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1423532,BTB10-487,GCA_000678975.1,,Unknown,,,,,,4400178,4050,65.59,2634,65.04,859,21.21,3360,82.96,1170,28.89,1103,27.23,1,0.02
2574180074,Mycobacterium_tuberculosis_BTB11-001,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2574180074,Bacteria,Permanent Draft,Broad institute Sweden Mycobacterium tuberculosis sequencing project,Mycobacterium tuberculosis BTB11-001,Broad Institute,2574180074,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1423533,BTB11-001,GCA_000678995.1,,Unknown,,,,,,4398582,4046,65.59,2628,64.95,853,21.08,3363,83.12,1170,28.92,1102,27.24,0,0
2574180413,Mycobacterium_tuberculosis_BTB11-214,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2574180413,Bacteria,Permanent Draft,Broad institute Sweden Mycobacterium tuberculosis sequencing project,Mycobacterium tuberculosis BTB11-214,Broad Institute,2574180413,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1423544,BTB11-214,GCA_000679215.1,,Unknown,,,,,,4352158,4019,65.61,2605,64.82,851,21.17,3330,82.86,1172,29.16,1102,27.42,1,0.02
2576861372,Mycobacterium_tuberculosis_BTB11-236,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2576861372,Bacteria,Permanent Draft,Broad institute Sweden Mycobacterium tuberculosis sequencing project,Mycobacterium tuberculosis BTB11-236,Broad Institute,2576861372,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1423545,BTB11-236,GCA_000679235.1,,Unknown,,,,,,4401019,4044,65.6,2628,64.99,862,21.32,3358,83.04,1179,29.15,1108,27.4,1,0.02
2574180113,Mycobacterium_tuberculosis_BTB11-343,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2574180113,Bacteria,Permanent Draft,Broad institute Sweden Mycobacterium tuberculosis sequencing project,Mycobacterium tuberculosis BTB11-343,Broad Institute,2574180113,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1423550,BTB11-343,GCA_000679335.1,,Unknown,,,,,,4359233,4045,65.59,2623,64.85,852,21.06,3367,83.24,1168,28.88,1099,27.17,1,0.02
2574179928,Mycobacterium_tuberculosis_BTB12-001,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2574179928,Bacteria,Permanent Draft,Broad institute Sweden Mycobacterium tuberculosis sequencing project,Mycobacterium tuberculosis BTB12-001,Broad Institute,2574179928,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1423552,BTB12-001,GCA_000679375.1,,Unknown,,,,,,4400243,4051,65.6,2635,65.05,853,21.06,3367,83.12,1170,28.88,1100,27.15,0,0
2576861051,Mycobacterium_tuberculosis_BTB12-314,NPA,NPA,Actinobacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,Unknown,1,0,0,0,,2576861051,Bacteria,Permanent Draft,Broad institute Sweden Mycobacterium tuberculosis sequencing project,Mycobacterium tuberculosis BTB12-314,Broad Institute,2576861051,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis,1423564,BTB12-314,GCA_000679615.1,,Unknown,,,,,,4400953,4047,65.59,2626,64.89,850,21,3359,83,1169,28.89,1099,27.16,0,0
